102616,1736337360,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.4175,99947,0.4536,-640.21
102617,1736337420,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.3975,99948,0.4536,-640.20
102618,1736337480,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.4375,99949,0.4536,-640.22
102619,1736337540,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.4175,99950,0.4536,-640.21
102620,1736337600,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.3975,99951,0.4536,-640.20
102621,1736337660,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.4375,99952,0.4536,-640.22
102622,1736337720,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.4775,99953,0.4536,-640.24
102623,1736337780,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.5176,99954,0.4536,-640.26
102624,1736337840,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.5576,99955,0.4536,-640.28
102625,1736337900,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.5977,99956,0.4536,-640.30
102626,1736337960,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.5776,99957,0.4536,-640.29
102627,1736338020,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6177,99958,0.4536,-640.31
102628,1736338080,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.5977,99959,0.4536,-640.30
102629,1736338140,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.5776,99960,0.4536,-640.29
102630,1736338200,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6177,99961,0.4536,-640.31
102631,1736338260,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.5977,99962,0.4536,-640.30
102632,1736338320,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6377,99963,0.4536,-640.32
102633,1736338380,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6177,99964,0.4536,-640.31
102634,1736338440,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6577,99965,0.4536,-640.33
102635,1736338500,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6978,99966,0.4536,-640.35
102636,1736338560,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6777,99967,0.4536,-640.34
102637,1736338620,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.7178,99968,0.4536,-640.36
102638,1736338680,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.7578,99969,0.4536,-640.38
102639,1736338740,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.7378,99970,0.4536,-640.37
102640,1736338800,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.7178,99971,0.4536,-640.36
102641,1736338860,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6978,99972,0.4536,-640.35
102642,1736338920,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.6777,99973,0.4536,-640.34
102643,1736338980,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.7178,99974,0.4536,-640.36
102644,1736339040,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.7578,99975,0.4536,-640.38
102645,1736339100,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.7979,99976,0.4536,-640.40
102646,1736339160,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8379,99977,0.4536,-640.42
102647,1736339220,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8779,99978,0.4536,-640.44
102648,1736339280,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8579,99979,0.4536,-640.43
102649,1736339340,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8379,99980,0.4536,-640.42
102650,1736339400,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8779,99981,0.4536,-640.44
102651,1736339460,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8579,99982,0.4536,-640.43
102652,1736339520,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8379,99983,0.4536,-640.42
102653,1736339580,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8179,99984,0.4536,-640.41
102654,1736339640,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8579,99985,0.4536,-640.43
102655,1736339700,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8379,99986,0.4536,-640.42
102656,1736339760,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8179,99987,0.4536,-640.41
102657,1736339820,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8579,99988,0.4536,-640.43
102658,1736339880,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8379,99989,0.4536,-640.42
102659,1736339940,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8779,99990,0.4536,-640.44
102660,1736340000,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.9180,99991,0.4536,-640.46
102661,1736340060,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.8979,99992,0.4536,-640.45
102662,1736340120,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.9380,99993,0.4536,-640.47
102663,1736340180,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.9780,99994,0.4536,-640.49
102664,1736340240,BTC,1244,45872,0.5355,-nan,-nan,nan,-1381.0181,99995,0.4536,-640.51
102665,1736340300,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.9980,99996,0.4536,-640.50
102666,1736340360,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.9780,99997,0.4536,-640.49
102667,1736340420,BTC,1244,45872,0.5355,-nan,-nan,nan,-1380.9580,99998,0.4536,-640.48
