3886615,1754822580,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4785,3886506,0.4577,-3291.24
3854831,1752908760,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.7275,3854722,0.4579,-3255.36
3886616,1754822640,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4980,3886507,0.4577,-3291.25
3854832,1752908820,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.7080,3854723,0.4579,-3255.35
3886617,1754822700,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4785,3886508,0.4577,-3291.24
3886618,1754822760,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4980,3886509,0.4577,-3291.25
3854833,1752908880,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.7275,3854724,0.4579,-3255.36
3886619,1754822820,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4785,3886510,0.4577,-3291.24
3854834,1752908940,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.7480,3854725,0.4579,-3255.37
3886620,1754822880,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4980,3886511,0.4577,-3291.25
3854835,1752909000,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.7681,3854726,0.4579,-3255.38
3886621,1754822940,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4785,3886512,0.4577,-3291.24
3854836,1752909060,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.7881,3854727,0.4579,-3255.39
3886622,1754823000,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4575,3886513,0.4577,-3291.23
3886623,1754823060,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4785,3886514,0.4577,-3291.24
3854837,1752909120,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.8076,3854728,0.4579,-3255.40
3886624,1754823120,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4575,3886515,0.4577,-3291.23
3854838,1752909180,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.7881,3854729,0.4579,-3255.39
3886625,1754823180,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4785,3886516,0.4577,-3291.24
3854839,1752909240,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.8076,3854730,0.4579,-3255.40
3886626,1754823240,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4575,3886517,0.4577,-3291.23
3886627,1754823300,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4785,3886518,0.4577,-3291.24
3854840,1752909300,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.8286,3854731,0.4579,-3255.41
3886628,1754823360,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6682.4575,3886519,0.4577,-3291.23
3854841,1752909360,BTC,2500,2500,0.4932,-34.9507,0.0014,0.0000,-6610.8076,3854732,0.4579,-3255.40
